"","logFC","logCPM","F","PValue","FDR","significant"
"ENSG00000256422",1.46899507371013,2.64931470630675,8.47315519538899,0.00990792698059071,0.0424159076905025,TRUE
"ENSG00000172771",-1.863241657892,2.03319458805503,8.30102994775432,0.00991200966344042,0.042423401359525,TRUE
"ENSG00000228203",-0.757196372963022,4.74450790579044,8.46368960520187,0.00994486025766818,0.0425539891994788,TRUE
"ENSG00000173809",-2.94799946095545,1.59706019253206,8.22648805013456,0.00995398023106528,0.0425742032220064,TRUE
"ENSG00000138050",-0.817162150150253,4.15183574186304,8.4619059164374,0.00995426532727834,0.0425742032220064,TRUE
"ENSG00000100650",-0.41608984665024,7.64195301098292,8.45844792510186,0.00996211234833227,0.0425977488519426,TRUE
"ENSG00000131473",0.471962375062007,6.39532724574101,8.45255427717238,0.0099835168954265,0.0426753233838866,TRUE
"ENSG00000263069",-1.17400725257774,3.36215451947775,8.45995163707323,0.00998494647178786,0.0426753233838866,TRUE
"ENSG00000288177",-4.10980544226006,1.23440885625134,8.67156378352478,0.0099892839088605,0.0426800824659476,TRUE
"ENSG00000235376",-4.18465260718894,1.26132639993073,8.68359014106339,0.00999226018984251,0.0426800824659476,TRUE
"ENSG00000249915",0.69757336385892,5.18662045609678,8.45008437355248,0.00999309902267569,0.0426800824659476,TRUE
"ENSG00000250092",-1.15864202616545,3.51191182194819,8.45277606955648,0.0100055704540927,0.0427233160938841,TRUE
"ENSG00000147852",-0.554617739814422,6.02272633598104,8.44492250478148,0.0100112389129981,0.0427374878731367,TRUE
"ENSG00000167460",0.606677780340135,6.38612066403803,8.44074511034887,0.0100262889861554,0.0427916932562568,TRUE
"ENSG00000168575",0.538565695423995,5.94261730374273,8.43847249518019,0.010034657630564,0.0428173638986532,TRUE
"ENSG00000231703",-2.94963612633471,1.61606976442824,8.18832810201981,0.0100591321511718,0.0429117293221893,TRUE
"ENSG00000183426",-0.626018179839813,5.31817870926538,8.42725662994006,0.0100759105721396,0.0429732270356906,TRUE
"ENSG00000157500",0.415772885197331,7.73532296008622,8.41980129676073,0.0101024974105814,0.0430765184947198,TRUE
"ENSG00000175264",0.850451241846594,4.74834874015234,8.41897546723053,0.0101070695950149,0.0430859142098243,TRUE
"ENSG00000074054",0.430547703980135,7.57339079761072,8.41696812417062,0.010112879354208,0.0431005800030562,TRUE
"ENSG00000159147",-1.2722812395574,3.3883158004581,8.4214151900784,0.010125559382863,0.0431444854574629,TRUE
"ENSG00000129566",-0.871779652672211,3.96620886612145,8.41478957359123,0.0101279248435056,0.0431444854574629,TRUE
"ENSG00000261646",-2.39042429717371,1.75796135932935,8.07448352796678,0.0101373860256853,0.0431746784844804,TRUE
"ENSG00000168646",0.936668518378243,4.10432438361424,8.40841094626523,0.0101490364024228,0.0432111016969945,TRUE
"ENSG00000166262",-1.31106847530714,3.16692949135283,8.41576488624086,0.0101506892551543,0.0432111016969945,TRUE
"ENSG00000160284",-1.78101995523454,2.18823957432536,8.29306721539286,0.0101642664161697,0.0432587754118218,TRUE
"ENSG00000148943",0.411753884469281,7.1876194646909,8.40134400412918,0.0101703428277727,0.0432733276999659,TRUE
"ENSG00000075624",0.354479598369272,9.29677313011253,8.40070585712374,0.0101726164801377,0.0432733276999659,TRUE
"ENSG00000170571",0.760395436744886,4.54657883459506,8.40066732496257,0.0101748225713444,0.0432733276999659,TRUE
"ENSG00000286909",-4.11374295779287,1.23574673737683,8.61711240004513,0.010181872155981,0.0432931871241923,TRUE
"ENSG00000155886",0.669115792500359,8.81143871798726,8.39484863195177,0.0101942566833225,0.0433281908097023,TRUE
"ENSG00000163288",-0.476744631184158,6.58147940062199,8.39472633994456,0.0101948684258123,0.0433281908097023,TRUE
"ENSG00000126821",0.581949058493624,5.36715773325219,8.39353204596374,0.0101997784245293,0.0433389323854677,TRUE
"ENSG00000237515",-0.603689539323366,6.01024132560688,8.39223204913809,0.0102042528052631,0.0433478184324466,TRUE
"ENSG00000287608",-2.19208895209158,2.12875846058027,8.19525972749903,0.0102114434115466,0.0433682362026695,TRUE
"ENSG00000184205",-0.481566251499081,8.36371083886922,8.38849502996883,0.0102177906957981,0.0433850636686663,TRUE
"ENSG00000121570",-1.87143062136423,3.44862464623447,8.38649200288465,0.0102555759326359,0.0435353386731966,TRUE
"ENSG00000276308",-2.59087056346438,1.58140081095062,8.06810907907717,0.0102639306235179,0.043560638833829,TRUE
"ENSG00000291106",0.876174327430077,4.45052954597418,8.37351057158139,0.0102760740110593,0.0436020028600813,TRUE
"ENSG00000104093",0.348260407043866,9.01771785779757,8.37011257089409,0.0102862159806038,0.0436348574363768,TRUE
"ENSG00000254530",-4.09249082681946,1.22824540443845,8.57356218694068,0.0103233932600252,0.0437823556539657,TRUE
"ENSG00000115271",0.599876943767698,5.54308183029075,8.35894254098963,0.0103285726727126,0.0437881473453435,TRUE
"ENSG00000178700",-0.739568211353259,4.36583689284142,8.3593426175893,0.010329573406205,0.0437881473453435,TRUE
"ENSG00000166897",0.734903995756323,4.5196169215686,8.35769156642912,0.0103348925643594,0.0438004882911689,TRUE
"ENSG00000116221",0.828574505673756,3.97400096923833,8.3578594624332,0.0103378175820461,0.0438026792027531,TRUE
"ENSG00000128590",0.526408562030954,5.64507240185703,8.3549371618486,0.0103435485211146,0.0438042835712256,TRUE
"ENSG00000237978",-1.47630136553044,2.6483390040931,8.34518426277537,0.0103443919189732,0.0438042835712256,TRUE
"ENSG00000090905",-0.522334548995466,7.01928179889234,8.35435001329383,0.0103454206829019,0.0438042835712256,TRUE
"ENSG00000163492",-1.60778811404586,2.41974902146381,8.30797837547339,0.0103586903047846,0.0438502621931653,TRUE
"ENSG00000260034",-1.6003087709704,2.67924646653001,8.33227861440926,0.0103780991163342,0.0439222017045413,TRUE
"ENSG00000290865",-1.23868831986222,3.24512554488112,8.35070717766887,0.0103920205290052,0.0439618291743529,TRUE
"ENSG00000151612",-0.550590651101992,5.97383937437625,8.34197554160185,0.0103922960665045,0.0439618291743529,TRUE
"ENSG00000144713",-0.465163700298558,7.6642562464272,8.33954074587196,0.0104012108983606,0.0439893109140154,TRUE
"ENSG00000160352",-0.839432795166524,5.72223586306949,8.33829136973567,0.0104064071046787,0.0440010565397737,TRUE
"ENSG00000233783",-1.44976376503695,3.00297011521753,8.33812522250918,0.0104314624777257,0.0440967470299396,TRUE
"ENSG00000259030",-1.10269640441353,3.8614906870325,8.33174227421396,0.0104424054721812,0.0441327498928846,TRUE
"ENSG00000268401",-1.84315552419223,2.40491241714564,8.25637442542915,0.0104572910997365,0.0441696359204462,TRUE
"ENSG00000274315",-2.92511969631882,1.58012073555008,8.09980272211071,0.0104579654109173,0.0441696359204462,TRUE
"ENSG00000143847",0.530068352789634,5.91831560814014,8.32454762467568,0.0104584179169523,0.0441696359204462,TRUE
"ENSG00000138399",-0.578066144723666,5.38888170702304,8.32356950936042,0.0104624762002495,0.0441750760984184,TRUE
"ENSG00000138613",-0.695814544903096,5.01232884469003,8.32314806840143,0.0104645631065467,0.0441750760984184,TRUE
"ENSG00000164292",-0.368513416797465,7.67032883907494,8.32165087284668,0.0104691682461336,0.0441842622731255,TRUE
"ENSG00000183495",-0.684891469658582,5.85331031321348,8.31975275250374,0.0104767600556462,0.0442060462566004,TRUE
"ENSG00000214216",-1.31425964819171,3.43135087188027,8.32523544585292,0.0104847107162036,0.0442264305983528,TRUE
"ENSG00000287645",2.29421918733744,2.27716476678217,8.16917755854998,0.0104864538301647,0.0442264305983528,TRUE
"ENSG00000198039",-0.68312590916882,4.94419728957993,8.31316090118409,0.010502797830355,0.0442850933087986,TRUE
"ENSG00000162980",-0.465070657094157,6.78999691872789,8.31057481085574,0.0105115726828035,0.0443118208806944,TRUE
"ENSG00000161956",0.706598519271731,4.86073903498631,8.30829045040572,0.0105215264407794,0.0443435046241373,TRUE
"ENSG00000284606",-0.947956521607292,4.23127490281501,8.30005585408999,0.0105564556172346,0.0444804094689591,TRUE
"ENSG00000203880",-0.44619429485322,6.81715494494841,8.29746938450458,0.0105618957272057,0.0444902961769127,TRUE
"ENSG00000285791",-1.47585369409168,3.07967645798998,8.30418926528912,0.0105643082236197,0.0444902961769127,TRUE
"ENSG00000162600",-0.69040218726221,5.11294276068849,8.29659479318782,0.0105661396088105,0.0444902961769127,TRUE
"ENSG00000283103",-1.30979498691324,3.2158880052779,8.30149710027829,0.0105802233752848,0.0445312409120812,TRUE
"ENSG00000117143",0.631085452942806,5.36247521916656,8.29218179895342,0.0105828302225796,0.0445312409120812,TRUE
"ENSG00000108384",0.687002918040302,4.94785591416828,8.2918492514954,0.0105846168305359,0.0445312409120812,TRUE
"ENSG00000186628",-2.95504211843261,1.83392710927746,7.97419218092994,0.0105872219293183,0.0445312409120812,TRUE
"ENSG00000262873",-2.35858429065837,2.05924745913558,8.04674163811845,0.010588104285033,0.0445312409120812,TRUE
"ENSG00000196872",0.571044530911235,5.9889950538835,8.28540411870446,0.0106086569950583,0.0446073672538395,TRUE
"ENSG00000198492",0.670462904531437,5.40174300905479,8.2716997441175,0.0106621839555331,0.0448220767624561,TRUE
"ENSG00000286020",-1.99315049923177,1.8673242176079,8.02408522016156,0.0106698391268298,0.0448438941120691,TRUE
"ENSG00000114520",0.552515835058544,5.55739154903346,8.26824255863944,0.0106755033567598,0.0448555139566392,TRUE
"ENSG00000162598",-2.92751731944739,1.58167788147832,8.04557756830305,0.0106775357576827,0.0448555139566392,TRUE
"ENSG00000178988",0.437726298441452,7.0236745068268,8.26462607948734,0.0106892002812553,0.0448941475677751,TRUE
"ENSG00000106483",-2.92571560673129,1.58050833491771,8.04103247997419,0.0106959277263271,0.0449086444694519,TRUE
"ENSG00000109158",-0.373665123848176,8.80847925724235,8.26245064040487,0.0106975896913763,0.0449086444694519,TRUE
"ENSG00000213689",2.9406221048973,1.59430552095493,8.00941863200504,0.0107074457338784,0.0449396488000113,TRUE
"ENSG00000206418",0.461222602167509,6.53676390383626,8.25898075292507,0.0107113235332547,0.044941159875924,TRUE
"ENSG00000145246",-0.62308933636738,5.06306205250252,8.2588434651614,0.0107127470710284,0.044941159875924,TRUE
"ENSG00000286342",-1.62786281801608,3.04072047497349,8.26065842240911,0.0107216559450847,0.0449681627025804,TRUE
"ENSG00000126267",0.633864498049604,5.3659647958635,8.25511349741337,0.0107269793782984,0.0449801186932337,TRUE
"ENSG00000135912",-1.00352599474495,3.7779288185319,8.25543320959678,0.0107375977538831,0.0450142666842898,TRUE
"ENSG00000149273",-0.462107663194339,6.50840981173138,8.2495695573276,0.0107482326298159,0.0450462798721694,TRUE
"ENSG00000166181",0.421071488069224,6.88778411770751,8.24905525062137,0.0107501869667448,0.0450462798721694,TRUE
"ENSG00000103995",-0.995814328739291,3.56003872139224,8.2530914567851,0.010753391295746,0.0450493292652279,TRUE
"ENSG00000180822",-0.868635417229418,4.35047335149959,8.24601216611599,0.0107655070351505,0.0450897013514593,TRUE
"ENSG00000170871",0.418190322004862,7.70360142162635,8.24401383323344,0.0107699584436558,0.0450942291043915,TRUE
"ENSG00000257093",-0.460142451540004,7.56007643565059,8.24360890335591,0.01077154620443,0.0450942291043915,TRUE
"ENSG00000136021",0.462031918823922,6.34762510174055,8.24221380306922,0.0107771907189824,0.0451074779517463,TRUE
"ENSG00000243083",-3.05398813958444,1.64540256565821,8.02237571088881,0.0107803729448798,0.0451104172687748,TRUE
"ENSG00000255526",1.39513240281497,3.18088253153176,8.24689777453476,0.0107982148427818,0.0451746844503683,TRUE
"ENSG00000117118",0.597020736793997,5.41372647447209,8.23361106986872,0.0108115714381702,0.0452201619821375,TRUE
"ENSG00000290469",-2.33984716324957,2.22600958429352,8.04648731046037,0.0108154468771553,0.0452259721138977,TRUE
"ENSG00000163046",-1.07549969197345,4.29611933283848,8.22833832366255,0.0108365840007799,0.0453039446045016,TRUE
"ENSG00000038274",0.473781966233533,6.47143487358746,8.22234457074935,0.010855768571506,0.0453682170373445,TRUE
"ENSG00000154229",0.439847104766368,7.63712560414892,8.22201845041551,0.0108569460562705,0.0453682170373445,TRUE
"ENSG00000248489",-1.27911577544783,3.662839048023,8.22578244151175,0.0108629104655305,0.0453827150592556,TRUE
"ENSG00000123575",0.369335504754952,7.84826469899772,8.21959911246134,0.0108665471404769,0.0453874839231399,TRUE
"ENSG00000155265",0.941622774985739,4.14251921204835,8.21858680278936,0.0108751799468095,0.0454120454020151,TRUE
"ENSG00000166448",0.494337183840747,6.97629506386527,8.21688102539138,0.0108774206606146,0.0454120454020151,TRUE
"ENSG00000185565",0.387138721768335,8.78806282654799,8.21219174885062,0.0108959981766102,0.0454791663222898,TRUE
"ENSG00000164086",0.814042522916143,4.2129946871292,8.21131040862177,0.0109032652658274,0.0454990583127782,TRUE
"ENSG00000241213",-1.18747070791594,3.38958737715923,8.21443916227608,0.0109160757332793,0.0455420682542088,TRUE
"ENSG00000205221",4.08497745631574,1.22813095028484,8.39118178217579,0.0109262728121352,0.0455741578657966,TRUE
"ENSG00000260884",-1.86194283442457,2.23104063887971,8.08829179658605,0.0109684843054593,0.0457397362485799,TRUE
"ENSG00000286496",-1.7883275767312,2.2813325260035,8.10664266905347,0.010980278999281,0.0457784265406652,TRUE
"ENSG00000184999",1.98904248284664,2.31438965238275,8.1030916600284,0.0109831551137426,0.0457799247293716,TRUE
"ENSG00000290890",-1.00258820358045,3.68404187755526,8.19048401861148,0.0109982320950227,0.0458322661645963,TRUE
"ENSG00000156535",-0.925912108272627,4.0862315824285,8.18375301416521,0.0110163168742127,0.0458971149660853,TRUE
"ENSG00000286912",-1.13783669080395,3.25094157293574,8.18848386084732,0.0110241132123614,0.0459190793068135,TRUE
"ENSG00000176095",0.497357754161656,5.79990082740816,8.17865615886618,0.0110310945899467,0.0459376397873466,TRUE
"ENSG00000113389",1.73492934770518,2.34098891544342,8.12376055495492,0.0110426052208196,0.0459750489738403,TRUE
"ENSG00000213281",0.566162622823993,5.65910339617472,8.17379422048407,0.0110508612395693,0.0459988938095573,TRUE
"ENSG00000129422",-0.454058053192954,6.68559422209152,8.17223387581465,0.0110568744904475,0.0460055899275965,TRUE
"ENSG00000128609",0.407737599332586,8.21176408923072,8.17203683244874,0.01105752826627,0.0460055899275965,TRUE
"ENSG00000151092",0.641500484368185,4.87814274621815,8.17016824286312,0.0110664134202771,0.0460320283820811,TRUE
"ENSG00000224051",2.07789470219874,2.15404769131931,8.02042825543468,0.0110942532962519,0.0461372810834072,TRUE
"ENSG00000160539",1.76026841438805,2.50557207567569,8.12745353051163,0.0111191877909796,0.0462147115444225,TRUE
"ENSG00000124608",0.811883287752445,4.02495643995802,8.15789080949889,0.0111203666116805,0.0462147115444225,TRUE
"ENSG00000283662",4.09790580012359,1.23246244844866,8.34358473953066,0.011120494361184,0.0462147115444225,TRUE
"ENSG00000124164",0.409309205878091,7.34989649332679,8.15364908217402,0.011132472938724,0.0462539247956579,TRUE
"ENSG00000174628",-1.54709080552913,3.63911832337077,8.1495372304569,0.0111767609991664,0.0464139577236889,TRUE
"ENSG00000138193",-0.56752882378179,5.29642261406325,8.14237908927223,0.0111793446644848,0.0464139577236889,TRUE
"ENSG00000198346",-1.47562419016969,3.01873046951793,8.14814881782872,0.0111802864060644,0.0464139577236889,TRUE
"ENSG00000168813",-0.528655406296968,6.34807365811695,8.14179511096193,0.0111811964126006,0.0464139577236889,TRUE
"ENSG00000163938",0.56725611617223,6.10803558195008,8.13849201812997,0.01119482455319,0.0464536752538419,TRUE
"ENSG00000146090",2.14671659062904,2.19056834691298,7.99609205899669,0.0111958720347907,0.0464536752538419,TRUE
"ENSG00000275185",-4.09714727704198,1.23004997235118,8.33648874197472,0.0112190051397028,0.046539042985449,TRUE
"ENSG00000102230",-0.675602835836705,5.15515963672012,8.1318911808563,0.0112227105584229,0.0465437996027615,TRUE
"ENSG00000143621",0.475144155396063,6.09227134316406,8.12972889283501,0.0112309353499741,0.0465672929145266,TRUE
"ENSG00000169230",0.752792104932235,4.52284326215657,8.12903070792165,0.0112357874186429,0.0465707990680817,TRUE
"ENSG00000259345",-1.55624863783362,2.53284069392746,8.10519737341374,0.0112369014353937,0.0465707990680817,TRUE
"ENSG00000091527",0.515244123828495,6.78687046058522,8.12637494943186,0.0112446589049823,0.0465923338226943,TRUE
"ENSG00000172159",0.911715694313547,4.02816554422444,8.12336498580426,0.011262722716934,0.0466565534550282,TRUE
"ENSG00000288928",-1.66160894130187,2.58449252730244,8.09435628445146,0.011274798745919,0.046695944714997,TRUE
"ENSG00000198822",-0.531761163796477,6.50564938154777,8.11688207596685,0.0112840328335156,0.0467235504761322,TRUE
"ENSG00000100129",-0.498012929949476,7.07993120767365,8.1138359359545,0.0112966049998575,0.0467569004950601,TRUE
"ENSG00000148335",1.55561903448328,2.76935176486711,8.11618946313153,0.0112972280195596,0.0467569004950601,TRUE
"ENSG00000287558",-1.32295971973738,2.92128040746191,8.11699145553015,0.0113104267459174,0.0467844380252569,TRUE
"ENSG00000182809",0.97310414356119,3.58960663481183,8.11408172744359,0.0113109743122302,0.0467844380252569,TRUE
"ENSG00000124831",0.466985049192821,6.0497211237143,8.11027615656274,0.0113115974950566,0.0467844380252569,TRUE
"ENSG00000112031",0.59155357679428,5.15864749902937,8.10974158454066,0.0113144227408723,0.0467854852594834,TRUE
"ENSG00000141424",0.551128241834788,6.20555417158999,8.10763980702775,0.011322533164161,0.0468083814218383,TRUE
"ENSG00000013374",0.582846489040503,5.56372258579865,8.1040396034293,0.0113378193039535,0.046860925503048,TRUE
"ENSG00000119396",0.440346252267387,6.74368406321289,8.10078276999111,0.0113510342084275,0.0468937422168808,TRUE
"ENSG00000151466",-0.471676775946126,5.96422524465196,8.10032320275745,0.0113531463302449,0.0468937422168808,TRUE
"ENSG00000286122",-2.12838328861861,1.93929969562093,7.8664864770305,0.0113534931678473,0.0468937422168808,TRUE
"ENSG00000115353",-1.26548129577016,2.96956902400824,8.10650469644033,0.0113597297484857,0.046908849971613,TRUE
"ENSG00000169116",0.481167951426457,7.48989283387977,8.0938936078404,0.0113797900386516,0.0469810215168119,TRUE
"ENSG00000180035",1.12103757259091,3.18242477906578,8.10080811063788,0.0113879986551999,0.0470042422369156,TRUE
"ENSG00000077254",0.393804366458269,7.69158470609402,8.0893040632049,0.0113990365369007,0.047039127632991,TRUE
"ENSG00000099256",-0.660241606945558,4.69197384201582,8.08883101612362,0.011402784379934,0.047043921041279,TRUE
"ENSG00000156299",-0.375667243651017,7.52536027263897,8.08602424465849,0.0114128219149045,0.0470724320545185,TRUE
"ENSG00000010322",0.451908282207261,6.61716021809817,8.08555914626416,0.0114148706867774,0.0470724320545185,TRUE
"ENSG00000044446",-0.84746295345853,3.99383362550917,8.08602124112736,0.011419758949357,0.0470819164299192,TRUE
"ENSG00000068354",1.37299479511609,3.263202793902,8.09227915407726,0.0114244489773949,0.0470905794014987,TRUE
"ENSG00000138434",-0.40590461802216,7.0835546256361,8.07620748143407,0.0114542235362105,0.0472026112649907,TRUE
"ENSG00000159692",0.565692709966399,6.14798870615889,8.07541701203474,0.0114577196714197,0.047206324082248,TRUE
"ENSG00000143514",-0.502962478865428,6.20001816605942,8.07428154875513,0.0114625027012355,0.0472153360814026,TRUE
"ENSG00000204899",-0.518259887475356,6.30800798201454,8.07249041494364,0.011470051405692,0.0472166884757984,TRUE
"ENSG00000169991",0.828613572082473,4.19530329953867,8.07299299713013,0.0114716900174314,0.0472166884757984,TRUE
"ENSG00000029725",0.350153289783951,8.33219309143866,8.07198734040019,0.0114719454996482,0.0472166884757984,TRUE
"ENSG00000198093",-0.876436467267677,4.55520407844693,8.07229280307221,0.0114732140221566,0.0472166884757984,TRUE
"ENSG00000204220",0.745833492101307,4.44986377407889,8.07110881276996,0.0114781910170608,0.047226485998719,TRUE
"ENSG00000159314",-1.52829589666235,2.73463533201699,8.05817433400743,0.0115080793430948,0.047338752431229,TRUE
"ENSG00000267298",-2.92771109111806,1.58180470637765,7.84425537259922,0.011538060013589,0.047451347874109,TRUE
"ENSG00000197580",-0.992614335324214,4.41619000272759,8.05084873863709,0.0115653764341242,0.0475529379151718,TRUE
"ENSG00000141968",-1.67648185689984,2.44861633557487,8.00129757843207,0.0115969624357028,0.0476720331537704,TRUE
"ENSG00000149633",-1.0603068222893,3.38197333665285,8.04530366648457,0.0116134974810175,0.0477292180704266,TRUE
"ENSG00000223884",-1.82451027260157,2.01299171178189,7.88067283029154,0.0116207382688636,0.0477481881885313,TRUE
"ENSG00000164024",0.638645816966798,5.12481441414083,8.03090108624509,0.0116481867974933,0.0478385256213982,TRUE
"ENSG00000100813",-0.493142523297391,6.13789586780918,8.03061039683876,0.0116487419151599,0.0478385256213982,TRUE
"ENSG00000175611",-1.19731423535134,3.12835885311503,8.03870409179799,0.0116506139913576,0.0478385256213982,TRUE
"ENSG00000169752",1.21495898234529,3.14044165315631,8.03214210650358,0.0116829078528019,0.047960301025156,TRUE
"ENSG00000115145",0.425910899882423,6.39637432745829,8.02124929368016,0.0116890311421211,0.0479703930254482,TRUE
"ENSG00000266897",-4.21106736686783,1.27176399850355,8.23751254311055,0.0116906405872354,0.0479703930254482,TRUE
"ENSG00000078018",0.322334773819146,11.8288888873134,8.01576855296224,0.0117125312803705,0.0480493784370633,TRUE
"ENSG00000165678",0.436310698236838,8.64843038650868,8.01063833344494,0.0117347745256621,0.0481297742101001,TRUE
"ENSG00000263327",-1.02328876496052,3.57390903408723,8.00998139538318,0.0117577261268829,0.0482130383787197,TRUE
"ENSG00000289474",-2.95835806360243,3.4550820347625,7.97004901851924,0.0117913551593706,0.0483400383928221,TRUE
"ENSG00000198576",2.35266187922794,2.05346059607008,7.77893144875019,0.0117969218318933,0.0483519621726316,TRUE
"ENSG00000251379",-1.48574899924587,2.55022280487335,7.97897348235409,0.0118008315521871,0.0483570907714087,TRUE
"ENSG00000102572",0.464289523534396,6.08842075898048,7.99439067702036,0.0118058155987295,0.0483666184101102,TRUE
"ENSG00000008086",0.432167400389516,8.62212475673895,7.99230083515329,0.0118146590898163,0.0483919497509027,TRUE
"ENSG00000064651",0.443280601335565,7.42984885663839,7.99126609885946,0.0118192606582002,0.0483998990033007,TRUE
"ENSG00000214530",1.08715062355139,3.39465486723605,7.99650257232453,0.0118225933039396,0.0484026496058209,TRUE
"ENSG00000291187",-1.89557666005568,2.43142474162887,7.92254140756506,0.0118349207472234,0.0484422161098095,TRUE
"ENSG00000170788",-3.03705946876175,1.64676396587561,7.77137569842159,0.0118525672483667,0.0485035316642946,TRUE
"ENSG00000088543",0.879963229768776,3.88800535776895,7.98330494947236,0.0118617020496547,0.0485299955652765,TRUE
"ENSG00000184216",0.816019634538893,4.08195636898886,7.98054250439412,0.011871169765052,0.0485578093155599,TRUE
"ENSG00000280383",-1.09831380029009,3.74069661083965,7.98104876996907,0.0118799097863445,0.0485612669343687,TRUE
"ENSG00000183807",2.07686933249845,2.15467840386014,7.84015723700333,0.0118823492911553,0.0485612669343687,TRUE
"ENSG00000290993",-1.15780935391749,3.35520949980758,7.98362799902369,0.0118838059738165,0.0485612669343687,TRUE
"ENSG00000059588",-0.558444955516047,6.86911136499834,7.97653536750313,0.0118839655047783,0.0485612669343687,TRUE
"ENSG00000248713",-1.99371625005192,2.10357404734084,7.82208672464917,0.0118853634080159,0.0485612669343687,TRUE
"ENSG00000156398",-1.49791923512248,2.62216702868614,7.96198499266252,0.0118968565476244,0.0485973098138979,TRUE
"ENSG00000240291",-1.97031409012181,1.90905475333725,7.75999893912428,0.0119028554255407,0.0486073858556323,TRUE
"ENSG00000010818",0.422607007705741,8.53943920506023,7.97180747344036,0.0119046676188478,0.0486073858556323,TRUE
"ENSG00000180233",0.670073599795119,4.9713813606579,7.9689762062181,0.011918373157633,0.048652425434772,TRUE
"ENSG00000181381",-1.03281140428264,3.61297853495033,7.97232725717257,0.0119212610576599,0.0486532956335726,TRUE
"ENSG00000157693",0.570734819071182,5.48279670987186,7.96194772008855,0.0119488530697308,0.0487314042862744,TRUE
"ENSG00000105989",2.69525622216495,1.92032546710405,7.65114679811973,0.0119489439035938,0.0487314042862744,TRUE
"ENSG00000105357",0.874264658326577,4.12249174862521,7.9628349206093,0.0119491538052235,0.0487314042862744,TRUE
"ENSG00000258964",-2.84322297070562,1.81886398376776,7.65903531271544,0.0119511156965954,0.0487314042862744,TRUE
"ENSG00000161091",1.12249314223102,3.49780251811336,7.96380496548181,0.0119624341391769,0.0487666241576934,TRUE
"ENSG00000287038",2.36566472357455,1.75318146415326,7.64208861666335,0.0119767371226698,0.0488139924403684,TRUE
"ENSG00000159069",0.780399242621359,4.21597302393384,7.95561054357983,0.0119801782074892,0.0488170792101764,TRUE
"ENSG00000205084",-0.914095297494908,4.35515941740743,7.95046088203919,0.0120030626777034,0.0488993751640368,TRUE
"ENSG00000118454",0.475125566460801,6.5235595490176,7.94843899117721,0.0120084348122267,0.0489103065907756,TRUE
"ENSG00000166147",-0.496528231364231,5.70742759380756,7.94735258712849,0.0120135740586763,0.0489202847833718,TRUE
"ENSG00000166886",0.94493697845464,4.08132206104329,7.94533666390452,0.0120276306779629,0.048966562675055,TRUE
"ENSG00000134982",0.353618251837811,9.9935268999923,7.93964815240936,0.0120474837560559,0.0490364129609883,TRUE
"ENSG00000104695",0.409258118452752,6.76371937825845,7.93697770595486,0.0120595827884903,0.0490746780587558,TRUE
"ENSG00000267934",-1.91347678792239,3.20400375958109,7.93456478444673,0.0120837685827911,0.0491621003178192,TRUE
"ENSG00000109270",0.521131061330234,6.16926263652195,7.92908309660113,0.0120951037820202,0.0491972132815176,TRUE
"ENSG00000071054",-0.467951897065036,8.09032706718984,7.92727976529243,0.0121029620199867,0.0492181710582512,TRUE
"ENSG00000068615",0.43512657275982,6.59112900562492,7.92522425121775,0.012112348386271,0.0492451295158188,TRUE
"ENSG00000157240",-1.13423689105568,3.49275308803047,7.93033679688931,0.0121150057494936,0.0492451295158188,TRUE
"ENSG00000253846",-0.860849284509604,3.92984800529252,7.92267781213116,0.012131992631248,0.0492958323146574,TRUE
"ENSG00000156414",-1.06657698512281,3.69391637795645,7.92424445514932,0.0121335886905364,0.0492958323146574,TRUE
"ENSG00000267454",1.52964746806611,2.44092972597264,7.90057178089263,0.0121356095164946,0.0492958323146574,TRUE
"ENSG00000167792",0.455133461648144,6.54052557354952,7.91869636014719,0.012141760765171,0.0493083410528677,TRUE
"ENSG00000148334",0.605150179078732,4.91584690153172,7.91842155249169,0.012144110385753,0.0493083410528677,TRUE
"ENSG00000290905",-2.69949696290584,1.91722494971386,7.61635024115518,0.0121500321118624,0.0493213756114208,TRUE
"ENSG00000213639",-0.331913929546945,9.01826072387449,7.91429183041416,0.012161467227115,0.0493567802010759,TRUE
"ENSG00000125952",0.668923310846038,5.23801957227838,7.90960171294581,0.0121835562778161,0.0494353978794278,TRUE
"ENSG00000265590",-0.681933967787066,5.19364122448005,7.90804376791736,0.0121907171149827,0.0494534220163996,TRUE
"ENSG00000290674",-0.917660663396019,4.01326288064831,7.90457252616473,0.0122129698535501,0.0495326469645654,TRUE
"ENSG00000171208",-0.516097265544768,6.88126827515723,7.90175998930691,0.0122183866433862,0.049543569559339,TRUE
"ENSG00000229989",-0.868589284234942,4.13449473477143,7.89403252920934,0.0122590845779297,0.0496975147030401,TRUE
"ENSG00000100154",-0.555110609262741,5.49907742130273,7.89101652480696,0.0122678036136779,0.0497217797978611,TRUE
"ENSG00000224109",-2.95496397287828,1.5973116920932,7.68351754953025,0.0122818024687987,0.0497498148499052,TRUE
"ENSG00000104969",0.769909842713981,4.21424636703966,7.88848461055106,0.012282600834982,0.0497498148499052,TRUE
"ENSG00000184305",0.526739550104791,6.46513379512175,7.88761176407026,0.0122829257004356,0.0497498148499052,TRUE
