"","logFC","logCPM","F","PValue","FDR","significant"
"ENSG00000137501",2.80015245272901,6.96373626967694,230.041914926166,3.67823661644204e-11,9.69668464537401e-09,TRUE
"ENSG00000074410",-5.54312276656052,6.33239212991544,230.273616282105,3.73476518988091e-11,9.70505411484769e-09,TRUE
"ENSG00000248905",2.76161314809306,6.84396046526955,228.705332889761,3.84912422184151e-11,9.86134783032354e-09,TRUE
"ENSG00000107105",3.12215206160622,7.00611778433932,224.337273220505,4.47220049054611e-11,1.12985176281991e-08,TRUE
"ENSG00000135824",-3.10350818378063,6.85073576424002,223.531471479019,4.60079455669342e-11,1.14641716419525e-08,TRUE
"ENSG00000107518",2.35885862501206,10.5222174004174,222.981085052038,4.6822103953242e-11,1.15093793366145e-08,TRUE
"ENSG00000104888",7.2506861950414,5.60111626310235,161.165851254979,5.09362823350474e-11,1.23537463423268e-08,TRUE
"ENSG00000087460",2.09351471701058,8.38043226394105,213.366133682694,6.5897418044938e-11,1.55858388255935e-08,TRUE
"ENSG00000145526",2.48936432303677,6.40964781783997,213.365602338488,6.5976338074255e-11,1.55858388255935e-08,TRUE
"ENSG00000119547",-3.47935638181646,5.92501166956473,212.761935200456,6.81846526182508e-11,1.58531886916658e-08,TRUE
"ENSG00000100604",2.96816325761425,5.91430745442204,212.273923095303,6.88511218604507e-11,1.58531886916658e-08,TRUE
"ENSG00000003096",-2.88697327035529,6.04025078509914,209.570151641268,7.59904813905577e-11,1.7278335706178e-08,TRUE
"ENSG00000041353",2.56582502622889,6.8303304642889,208.389760790171,7.91475304475973e-11,1.7773994800516e-08,TRUE
"ENSG00000180440",4.48573839531164,4.90534685707137,203.917104271455,8.86763254441946e-11,1.95310858387365e-08,TRUE
"ENSG00000281106",-4.66101907598366,5.0675197019533,202.173671492439,8.91193031674067e-11,1.95310858387365e-08,TRUE
"ENSG00000104435",1.86839184291364,8.87947502358331,203.261702671593,9.58634411719405e-11,2.07074637402573e-08,TRUE
"ENSG00000158258",3.72797630476925,7.62891946200838,203.040128284218,9.67638492535386e-11,2.07074637402573e-08,TRUE
"ENSG00000183662",5.42179145045002,5.24613879107862,191.506360103365,1.01143292636589e-10,2.13929824774366e-08,TRUE
"ENSG00000147251",-2.71829023476247,6.59745100948213,201.130878440861,1.04118352409848e-10,2.17691129923579e-08,TRUE
"ENSG00000184845",-2.63865551237636,6.24771747366694,198.075689193252,1.17219557288236e-10,2.37218949714147e-08,TRUE
"ENSG00000133019",2.80170639989592,6.43517483417747,197.866297375488,1.18133393967349e-10,2.37218949714147e-08,TRUE
"ENSG00000181656",-4.2552255678438,6.2544437521832,198.460228355256,1.18152541064199e-10,2.37218949714147e-08,TRUE
"ENSG00000070808",1.97931183079207,9.55238089462106,197.70728847176,1.18674680725604e-10,2.37218949714147e-08,TRUE
"ENSG00000134138",-2.46335941049,7.36322819293953,196.987192242327,1.22102646054067e-10,2.40635363846168e-08,TRUE
"ENSG00000174514",2.42944396108399,6.31951216530542,196.816364299604,1.23029625275941e-10,2.40635363846168e-08,TRUE
"ENSG00000065923",-1.96888438124389,8.92519917843052,194.145728273637,1.36494149461511e-10,2.64130699862222e-08,TRUE
"ENSG00000080200",-1.95640481553805,7.55078357518571,193.631417531697,1.39328896052323e-10,2.66727781074227e-08,TRUE
"ENSG00000173598",2.2155666405109,7.13309185050422,193.376859249186,1.40768922392115e-10,2.66727781074227e-08,TRUE
"ENSG00000137726",2.51313467288584,6.23384882027442,191.480500922351,1.5201541509754e-10,2.84399314045854e-08,TRUE
"ENSG00000138944",2.70603489112571,6.10139158319745,191.28464713569,1.53318905634444e-10,2.84399314045854e-08,TRUE
"ENSG00000183715",2.09912880149423,7.56006363138295,190.997507017343,1.54785772900163e-10,2.84399314045854e-08,TRUE
"ENSG00000130540",1.99863615441573,7.367899290814,188.410932928661,1.71869112211639e-10,3.12146469441251e-08,TRUE
"ENSG00000256193",9.40639379209198,5.10534230686013,241.204591044428,1.73319370058089e-10,3.12146469441251e-08,TRUE
"ENSG00000106089",3.15988508932961,5.67602728395768,185.926394810585,1.91787737899857e-10,3.42021465921411e-08,TRUE
"ENSG00000147655",5.02904472514347,4.64566868816028,169.83240601042,2.02328306056848e-10,3.57315717201366e-08,TRUE
"ENSG00000244879",-2.58202037443194,6.14225873540591,184.162299487963,2.0507435969564e-10,3.58682942583047e-08,TRUE
"ENSG00000175445",-3.2426194810507,7.48431356318104,182.269147622496,2.21650451473648e-10,3.83983020219586e-08,TRUE
"ENSG00000067715",1.90232713110942,10.577111900665,181.540742429434,2.28377332104267e-10,3.91904119903455e-08,TRUE
"ENSG00000087095",1.86188487636346,7.71050818877767,181.279316882547,2.30941940319294e-10,3.92601298542799e-08,TRUE
"ENSG00000169860",-3.13738953043406,6.84237191148119,179.98293504987,2.44303368657108e-10,4.11470210728963e-08,TRUE
"ENSG00000221890",3.66193806703576,6.37903979799064,179.385518723495,2.51441713090224e-10,4.19607776248731e-08,TRUE
"ENSG00000170579",2.11612132538568,7.82671443484918,178.581918700028,2.5898050812673e-10,4.27269965501125e-08,TRUE
"ENSG00000171246",2.77402646444561,7.12680727259055,178.435832535077,2.60730984995189e-10,4.27269965501125e-08,TRUE
"ENSG00000110786",-2.28654418192914,7.42694950841981,177.913737161642,2.66537209158417e-10,4.32884985231394e-08,TRUE
"ENSG00000104327",-2.57096814922893,8.46303097974521,176.241747066085,2.86411782045615e-10,4.61046930567233e-08,TRUE
"ENSG00000109670",1.65737474494569,8.80926849716128,175.814850455381,2.91732137339971e-10,4.63578819166853e-08,TRUE
"ENSG00000117152",3.42639707747251,8.95421862795363,175.626341540349,2.94164472015817e-10,4.63578819166853e-08,TRUE
"ENSG00000186469",2.84982961407143,6.67083717502738,175.535898536594,2.95630253014596e-10,4.63578819166853e-08,TRUE
"ENSG00000157782",3.42115074807115,5.91290275114388,174.255728956651,3.14667511619181e-10,4.89213849260932e-08,TRUE
"ENSG00000152578",1.99188117830278,7.50464238574305,171.317505676302,3.55480285242203e-10,5.47981897335226e-08,TRUE
"ENSG00000258017",1.86131106760408,7.47559103785999,170.092943034593,3.75418316501531e-10,5.73853712366626e-08,TRUE
"ENSG00000180071",-2.97964769766121,5.99641022756449,169.918794899621,3.79873275992932e-10,5.7582457419262e-08,TRUE
"ENSG00000163536",2.03017383454786,8.17326723667989,168.392707411028,4.05193003748623e-10,6.09128986627063e-08,TRUE
"ENSG00000197261",-4.98994274708082,4.6149963569414,152.971934467973,4.14343811753895e-10,6.17779830803554e-08,TRUE
"ENSG00000102468",2.54377264506224,6.66818739834783,167.470086524525,4.22790963912484e-10,6.25249401103096e-08,TRUE
"ENSG00000143013",1.97248991767192,7.82889848171209,166.498988739347,4.41571328372001e-10,6.47756650248927e-08,TRUE
"ENSG00000133816",2.19465006428778,6.42839528311299,165.394645816279,4.64772910763923e-10,6.76337539743661e-08,TRUE
"ENSG00000173175",-2.22190321179523,7.2965891967785,163.701676718337,5.02241350455152e-10,7.25061124188826e-08,TRUE
"ENSG00000182568",2.03267613838258,7.45009133956926,163.072505173116,5.17073679079278e-10,7.40596080508036e-08,TRUE
"ENSG00000233705",2.37358964399376,6.01582717611772,161.107033977647,5.676265164269e-10,8.0665049482854e-08,TRUE
"ENSG00000251244",-4.49224144078786,4.58520938957829,154.588911739189,5.79502714966173e-10,8.17143750793386e-08,TRUE
"ENSG00000228358",6.57508156799556,4.22466951812145,131.322356859179,5.88399100460815e-10,8.2330612595248e-08,TRUE
"ENSG00000154358",-2.38736298353882,5.92127569467566,158.848437787672,6.31945893551946e-10,8.77488229290832e-08,TRUE
"ENSG00000183454",2.34178978820305,8.68641054654856,158.15345050788,6.5192448145166e-10,8.98371690727704e-08,TRUE
"ENSG00000259905",-3.28265659583679,6.32158758571908,157.749395862374,6.67004371873384e-10,9.1224131762232e-08,TRUE
"ENSG00000053438",-2.03183362223579,6.64883414363428,157.527614556242,6.72110071995246e-10,9.12364343999517e-08,TRUE
"ENSG00000116106",1.80236806486801,8.16755263617968,156.678732334846,6.99754211355339e-10,9.42854007744713e-08,TRUE
"ENSG00000175175",2.63067908262734,5.65578516923233,155.629848764807,7.38666238450745e-10,9.85160029566188e-08,TRUE
"ENSG00000176788",1.7604896467607,7.94695635361639,155.467932367225,7.41984189392896e-10,9.85160029566188e-08,TRUE
"ENSG00000175874",2.75188436146346,8.73253927546933,153.160091555187,8.30594704360674e-10,1.09110892822347e-07,TRUE
"ENSG00000132386",4.57687108257716,4.46810939944231,146.107664318295,8.33777575717767e-10,1.09110892822347e-07,TRUE
"ENSG00000146360",-5.19364693454168,4.16975483792882,125.128578959432,8.48410506810292e-10,1.09886944176633e-07,TRUE
"ENSG00000186732",4.0842711208857,5.39721170588512,153.657692139933,8.51789946613812e-10,1.09886944176633e-07,TRUE
"ENSG00000058091",1.87842020048683,7.94649228893546,152.384901287091,8.6297714285993e-10,1.10474157239281e-07,TRUE
"ENSG00000058335",2.35291578284247,6.19308191229144,152.27882992931,8.68488426894839e-10,1.10474157239281e-07,TRUE
"ENSG00000188042",2.65954391254293,5.62368125414605,151.856612740468,8.8908689497496e-10,1.12120572860229e-07,TRUE
"ENSG00000172209",2.71581451246003,5.76022799904726,151.740953803767,8.93759376840744e-10,1.12120572860229e-07,TRUE
"ENSG00000128245",1.90351392519004,9.16185832866569,151.020460644869,9.23374914178027e-10,1.14542790053508e-07,TRUE
"ENSG00000127152",-2.37484796912133,6.86722323392921,150.983113561175,9.25661909723239e-10,1.14542790053508e-07,TRUE
"ENSG00000157502",4.10023089480632,4.82641068866339,150.301056244885,9.79702446561596e-10,1.20410726371321e-07,TRUE
"ENSG00000123360",-2.40625667672012,6.87668287988049,147.587368935298,1.09836496022665e-09,1.34088984070623e-07,TRUE
"ENSG00000176533",-2.37151080660539,6.20537408331522,146.964413023817,1.13465291695336e-09,1.37205849832858e-07,TRUE
"ENSG00000122733",1.89617481262782,6.86935758438056,146.870016595576,1.13898204094346e-09,1.37205849832858e-07,TRUE
"ENSG00000213760",1.98646389936913,6.54329827564444,146.622110951182,1.15376884953405e-09,1.38072732717266e-07,TRUE
"ENSG00000136535",5.6454997639511,4.93336352772202,129.06424641977,1.24858349894848e-09,1.48442704874986e-07,TRUE
"ENSG00000149295",-5.57219503226158,4.04547338164241,112.257558610796,1.25960244808636e-09,1.48780315134356e-07,TRUE
"ENSG00000215218",2.69357583279306,5.7666685198809,144.615151060169,1.28263777965256e-09,1.50523749754065e-07,TRUE
"ENSG00000237187",2.01051894417181,6.60578063732489,143.402723844673,1.36273453178988e-09,1.58898340597807e-07,TRUE
"ENSG00000197106",2.23091050492588,6.33965817200054,143.240708986229,1.37480262116573e-09,1.59280450289559e-07,TRUE
"ENSG00000112541",-3.33166601664115,8.86617621175803,143.105930698518,1.38352452697913e-09,1.59280450289559e-07,TRUE
"ENSG00000182255",-2.23368722203007,6.43692598586136,142.251348165377,1.44804005106304e-09,1.65659424709665e-07,TRUE
"ENSG00000078053",2.38842438453253,6.56503075289576,141.489680547774,1.50723998434536e-09,1.71354345720263e-07,TRUE
"ENSG00000169085",2.03431746488739,7.3523104699532,140.811256154424,1.56157134854543e-09,1.76428464782866e-07,TRUE
"ENSG00000065609",1.56280545022619,7.83819965711814,140.35472292775,1.59970917786884e-09,1.78932962694351e-07,TRUE
"ENSG00000180332",-2.71675755813375,5.70208707057157,140.389369157756,1.60341247494113e-09,1.78932962694351e-07,TRUE
"ENSG00000241956",-3.0126116363099,5.41102183122872,140.367160039186,1.61817237764175e-09,1.7947899725185e-07,TRUE
"ENSG00000213190",1.7409807758845,7.13119876888745,139.969344389761,1.63319756005312e-09,1.80047658287068e-07,TRUE
"ENSG00000147041",-2.24382792189496,6.29769283426036,139.250152303514,1.69861675938523e-09,1.86131559356731e-07,TRUE
"ENSG00000086300",2.01001468000267,6.74016433833902,138.251818309316,1.79127370034828e-09,1.94660868916979e-07,TRUE
"ENSG00000086570",-4.81766300763527,5.06638094592581,135.237735618909,1.79785739296605e-09,1.94660868916979e-07,TRUE
"ENSG00000165029",-2.16872366126251,6.68453212036879,137.697322498146,1.84612936581825e-09,1.9870469327949e-07,TRUE
"ENSG00000078295",1.69843150886515,7.17197656469347,137.476881725307,1.86763178271077e-09,1.99836600750053e-07,TRUE
"ENSG00000197860",1.52021327840518,7.82317709533151,136.930803168207,1.92362291481088e-09,2.04623981405906e-07,TRUE
"ENSG00000220008",-3.59984078101491,5.25892438067585,137.415289511271,1.94339270532641e-09,2.05525077383066e-07,TRUE
"ENSG00000162545",2.06688085714826,7.9747463589611,136.480900933819,1.97147771548097e-09,2.06212588459355e-07,TRUE
"ENSG00000107295",1.94177125224448,7.44767359139834,136.471725247956,1.9725668164886e-09,2.06212588459355e-07,TRUE
"ENSG00000072315",3.03450504519939,5.11478121224263,135.690036098636,2.09461670691229e-09,2.17720445135626e-07,TRUE
"ENSG00000074317",3.84614043553541,5.09143770173284,135.537765300153,2.17985441060845e-09,2.24628944118886e-07,TRUE
"ENSG00000123612",-2.11396160308337,6.83924589923606,134.609746597087,2.18577917037068e-09,2.24628944118886e-07,TRUE
"ENSG00000145349",1.85112787002015,7.09159763355494,134.423277002695,2.20798015019483e-09,2.25635724337325e-07,TRUE
"ENSG00000140945",3.27329280504346,5.32010867581356,134.056041725581,2.29178039224525e-09,2.3289097952481e-07,TRUE
"ENSG00000175426",2.34792404441437,6.72653512917166,133.417146301896,2.335641049573e-09,2.3602950384296e-07,TRUE
"ENSG00000163630",-1.68756332584456,8.63162419561,133.279720594783,2.35235610405003e-09,2.36405290235747e-07,TRUE
"ENSG00000077522",-1.66811281600827,7.28362977062444,133.112737016795,2.37471983833923e-09,2.37341504721927e-07,TRUE
"ENSG00000106976",1.58675602413182,8.3970475294175,132.49786727822,2.45756210697531e-09,2.44278987573119e-07,TRUE
"ENSG00000248485",-2.30793176005159,6.30942551462829,132.146376135109,2.5090367104721e-09,2.48040096540693e-07,TRUE
"ENSG00000258525",-8.63220136267112,4.38800836457704,161.373328595045,2.70022282334128e-09,2.65497584630151e-07,TRUE
"ENSG00000027075",-3.66146559337986,5.68175450988682,130.971460975571,2.7342608160017e-09,2.67398947543392e-07,TRUE
"ENSG00000164742",2.49440266062243,8.03698686442878,129.517308073037,2.90990294920732e-09,2.83054195968349e-07,TRUE
"ENSG00000130368",5.77877499829831,4.24751010731535,101.054183265668,2.98561975545106e-09,2.87025225534863e-07,TRUE
"ENSG00000155858",2.95170168205319,5.1653051185338,129.263391246961,2.99143474762046e-09,2.87025225534863e-07,TRUE
"ENSG00000162636",1.71098684131642,6.88432291588066,128.999310214867,2.9980644778243e-09,2.87025225534863e-07,TRUE
"ENSG00000118898",4.2042350654692,4.49793111592206,126.954606074041,3.05418668164325e-09,2.90867307534507e-07,TRUE
"ENSG00000112972",1.5801387615088,7.82323902677978,128.322785146463,3.11653229893717e-09,2.95227276739269e-07,TRUE
"ENSG00000185567",3.35526743261559,5.97639981616576,128.322731215357,3.13242795000984e-09,2.95227276739269e-07,TRUE
"ENSG00000114554",2.22579477728832,5.59409487104732,127.574475598147,3.26113760071943e-09,3.05773675036528e-07,TRUE
"ENSG00000173267",2.67413807898407,5.29688713690933,127.545017772592,3.28011444253165e-09,3.05975803639235e-07,TRUE
"ENSG00000168546",6.22069005891705,3.90505009802924,106.041090555378,3.41237490673826e-09,3.16689283436576e-07,TRUE
"ENSG00000145864",1.55809859496225,9.33496144165959,126.218717891134,3.52182184805176e-09,3.251875097262e-07,TRUE
"ENSG00000111696",1.97876735409432,6.31140169187246,124.710281711192,3.85153145201288e-09,3.5383513692987e-07,TRUE
"ENSG00000104313",-3.33984730446223,6.004233633757,124.633486335025,3.89014695157669e-09,3.55586799242111e-07,TRUE
"ENSG00000092445",1.8996007738917,6.62927545988391,124.344057380978,3.93509677219934e-09,3.5789705143153e-07,TRUE
"ENSG00000066629",-1.76402818739627,6.53069493856634,124.056316684078,4.00316127288021e-09,3.6227613708304e-07,TRUE
"ENSG00000154917",1.61697123534172,8.43583552967092,123.291063282354,4.18834232345413e-09,3.7715815279025e-07,TRUE
"ENSG00000133116",-3.56685572941683,4.67292241567969,123.73597691963,4.21921187941537e-09,3.78066325549585e-07,TRUE
"ENSG00000157470",2.37078570921183,5.78207940861251,122.68706209755,4.35064277887051e-09,3.87932314449288e-07,TRUE
"ENSG00000127824",2.20064528618318,6.22372322968071,122.577215768765,4.37519777031432e-09,3.88218768009841e-07,TRUE
"ENSG00000091129",1.4391469955219,9.0352440791665,122.251480425061,4.4578245128116e-09,3.93630232466229e-07,TRUE
"ENSG00000013016",2.07923764701443,6.56488788557585,122.097411896006,4.50179228340542e-09,3.9559227843065e-07,TRUE
"ENSG00000196950",1.62049041186496,8.47976396811276,121.552395173428,4.65036039897949e-09,4.06682959891524e-07,TRUE
"ENSG00000145920",1.536239221264,8.58597938230132,120.875335713149,4.84549678681591e-09,4.2172050981905e-07,TRUE
"ENSG00000171603",1.57857052692566,8.62185098521013,120.776927905091,4.87461670277822e-09,4.22234656302551e-07,TRUE
"ENSG00000148498",-2.10563266354176,6.23610913189802,119.683229776499,5.21619586278489e-09,4.49680581725389e-07,TRUE
"ENSG00000177432",1.76228358804849,6.65593334011892,119.513739628805,5.2679942452671e-09,4.520038458557e-07,TRUE
"ENSG00000132639",1.52463135738386,10.8447274871773,119.343774807111,5.32144197695683e-09,4.53615230310301e-07,TRUE
"ENSG00000182957",-1.87621579451585,6.20343245106974,119.309629777997,5.33664976835649e-09,4.53615230310301e-07,TRUE
"ENSG00000184613",1.60042499109493,8.20683670593509,118.930332476665,5.45916261071969e-09,4.61870548320889e-07,TRUE
"ENSG00000155980",1.57616816429698,9.33515106929939,118.590778531214,5.57465477225954e-09,4.69458195867598e-07,TRUE
"ENSG00000143499",2.66723182429449,5.3954023907763,118.320881419116,5.69651351613201e-09,4.77509589209406e-07,TRUE
"ENSG00000180155",2.20163391353165,6.47336896385213,118.008229641373,5.78352583012634e-09,4.80350187621492e-07,TRUE
"ENSG00000100321",1.81424614045373,7.22233063259408,117.942022270925,5.80484700956353e-09,4.80350187621492e-07,TRUE
"ENSG00000034053",1.7047305736,6.67263429920444,117.930856819533,5.8096229398971e-09,4.80350187621492e-07,TRUE
"ENSG00000240038",-1.5830169795532,6.91932456686671,117.318765781567,6.0351935129857e-09,4.96742850684208e-07,TRUE
"ENSG00000105976",3.94297664121151,4.80235028851375,117.655543788713,6.11643679496103e-09,5.01162095947483e-07,TRUE
"ENSG00000171724",-2.03539208217409,7.30060479701625,116.282599741439,6.4402224450095e-09,5.25325768048084e-07,TRUE
"ENSG00000121964",1.84576263814786,6.91952689938612,116.196310718219,6.47576268337864e-09,5.25866621476149e-07,TRUE
"ENSG00000111785",-1.84140243426908,7.34650417132435,115.808974755574,6.6353912378962e-09,5.36434518299253e-07,TRUE
"ENSG00000100077",1.76003894517449,7.23180188818662,115.593179277209,6.72676095129983e-09,5.41414963292672e-07,TRUE
"ENSG00000196990",4.40287873904606,4.68162695619739,113.945100045403,6.80926126966673e-09,5.45640803943779e-07,TRUE
"ENSG00000109339",1.32193903978123,9.24586065723885,115.044789314347,6.96357194540842e-09,5.55558656521838e-07,TRUE
"ENSG00000142634",3.92030875116691,4.25094585751304,113.396589093267,7.05417124874356e-09,5.6032914853557e-07,TRUE
"ENSG00000164794",2.50404431222352,6.19638819010723,114.711820453187,7.12124267777257e-09,5.63197410037752e-07,TRUE
"ENSG00000118985",1.79945975326303,6.52074195244041,114.124806033376,7.38769158144258e-09,5.81740735352556e-07,TRUE
